Mois,Business_Unit_Code,Business_Unit,Centre_Cout_Code,Centre_Cout,Nature_Depense,Budget_EUR,Reel_EUR
2025-05,BU04,Infrastructures,CC4001,IT,Énergie,4913.41,5166.48
2025-05,BU04,Infrastructures,CC4002,Maintenance,Logiciels,6000.66,6251.54
2025-05,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,7583.56,7650.11
2025-05,BU04,Infrastructures,CC4002,Maintenance,Salaires,19251.97,16693.41
2025-05,BU04,Infrastructures,CC4002,Maintenance,Matériel,6663.74,5959.76
2025-05,BU04,Infrastructures,CC4002,Maintenance,Déplacements,2758.09,3245.41
2025-05,BU04,Infrastructures,CC4002,Maintenance,Énergie,5660.47,6324.21
2025-05,BU04,Infrastructures,CC4003,Finance,Logiciels,5868.1,6307.6
2025-05,BU04,Infrastructures,CC4003,Finance,Prestations externes,10855.23,11360.66
2025-05,BU04,Infrastructures,CC4003,Finance,Salaires,18593.02,18331.0
2025-05,BU04,Infrastructures,CC4003,Finance,Matériel,6715.25,7767.83
2025-05,BU04,Infrastructures,CC4003,Finance,Déplacements,4369.3,5105.35
2025-05,BU04,Infrastructures,CC4003,Finance,Énergie,4947.47,5398.61
2025-06,BU01,Construction France,CC1001,IT,Logiciels,8534.53,7764.77
2025-06,BU01,Construction France,CC1001,IT,Prestations externes,7109.08,7781.38
2025-06,BU01,Construction France,CC1001,IT,Salaires,19704.31,22222.59
2025-06,BU01,Construction France,CC1001,IT,Matériel,5837.04,6493.35
2025-06,BU01,Construction France,CC1001,IT,Déplacements,3048.42,2755.79
2025-06,BU01,Construction France,CC1001,IT,Énergie,5091.36,5696.26
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,7469.27,7638.16
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,8687.68,9899.41
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Salaires,17738.41,19857.75
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Matériel,7094.37,6912.69
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,3596.63,3414.83
2025-06,BU01,Construction France,CC1002,Ressources Humaines,Énergie,7191.39,7305.72
2025-06,BU01,Construction France,CC1003,Finance,Logiciels,5780.63,6629.57
2025-06,BU01,Construction France,CC1003,Finance,Prestations externes,8823.01,9082.17
2025-06,BU01,Construction France,CC1003,Finance,Salaires,23289.9,24594.1
2025-06,BU01,Construction France,CC1003,Finance,Matériel,5740.97,6660.36
2025-06,BU01,Construction France,CC1003,Finance,Déplacements,3943.19,3787.51
2025-06,BU01,Construction France,CC1003,Finance,Énergie,5001.38,5561.68
2025-06,BU02,Construction UK,CC2001,IT,Logiciels,7293.28,7483.22
2025-06,BU02,Construction UK,CC2001,IT,Prestations externes,11577.02,12853.24
2025-06,BU02,Construction UK,CC2001,IT,Salaires,15138.09,14424.6
2025-06,BU02,Construction UK,CC2001,IT,Matériel,6293.65,6894.71
2025-06,BU02,Construction UK,CC2001,IT,Déplacements,2695.42,2798.02
2025-06,BU02,Construction UK,CC2001,IT,Énergie,7244.85,8254.3
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,6209.12,6960.51
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,7347.41,8297.65
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,14876.88,14595.78
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,8598.64,7734.24
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3106.43,3380.86
2025-06,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,7092.13,7528.86
2025-06,BU02,Construction UK,CC2003,Finance,Logiciels,7581.4,7802.01
2025-06,BU02,Construction UK,CC2003,Finance,Prestations externes,8109.71,7818.41
2025-06,BU02,Construction UK,CC2003,Finance,Salaires,15461.26,17777.18
2025-06,BU02,Construction UK,CC2003,Finance,Matériel,7700.25,7563.8
2025-06,BU02,Construction UK,CC2003,Finance,Déplacements,3595.21,4179.81
2025-06,BU02,Construction UK,CC2003,Finance,Énergie,5052.07,5271.61
2025-06,BU03,Energie,CC3001,IT,Logiciels,6847.97,7202.55
2025-06,BU03,Energie,CC3001,IT,Prestations externes,6847.79,8765.1712
2025-06,BU03,Energie,CC3001,IT,Salaires,23566.88,24426.93
2025-06,BU03,Energie,CC3001,IT,Matériel,8175.93,9438.5
2025-06,BU03,Energie,CC3001,IT,Déplacements,4110.2,3700.57
2025-06,BU03,Energie,CC3001,IT,Énergie,6574.64,6904.79
2025-06,BU03,Energie,CC3002,Maintenance,Logiciels,6529.11,7136.49
2025-06,BU03,Energie,CC3002,Maintenance,Prestations externes,11795.58,13629.06
2025-06,BU03,Energie,CC3002,Maintenance,Salaires,18369.07,16300.13
2025-06,BU03,Energie,CC3002,Maintenance,Matériel,9386.33,10576.86
2025-06,BU03,Energie,CC3002,Maintenance,Déplacements,2886.79,3331.0
2025-06,BU03,Energie,CC3002,Maintenance,Énergie,7631.63,7793.54
2025-06,BU03,Energie,CC3003,Finance,Logiciels,7180.97,7049.35
2025-06,BU03,Energie,CC3003,Finance,Prestations externes,7045.71,6768.22
2025-06,BU03,Energie,CC3003,Finance,Salaires,22170.82,18879.08
2025-06,BU03,Energie,CC3003,Finance,Matériel,6650.7,6526.96
2025-06,BU03,Energie,CC3003,Finance,Déplacements,3753.53,4329.89
2025-06,BU03,Energie,CC3003,Finance,Énergie,5746.85,5542.8
2025-06,BU04,Infrastructures,CC4001,IT,Logiciels,7751.25,7745.3
2025-06,BU04,Infrastructures,CC4001,IT,Prestations externes,7962.87,7957.33
2025-06,BU04,Infrastructures,CC4001,IT,Salaires,15021.26,13642.42
2025-06,BU04,Infrastructures,CC4001,IT,Matériel,7343.14,7256.83
2025-06,BU04,Infrastructures,CC4001,IT,Déplacements,4546.18,4407.93
2025-06,BU04,Infrastructures,CC4001,IT,Énergie,6590.12,6976.61
2025-06,BU04,Infrastructures,CC4002,Maintenance,Logiciels,4926.07,5265.81
2025-06,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,7711.39,9000.38
2025-06,BU04,Infrastructures,CC4002,Maintenance,Salaires,15105.56,14906.56
2025-06,BU04,Infrastructures,CC4002,Maintenance,Matériel,5608.47,6612.21
2025-06,BU04,Infrastructures,CC4002,Maintenance,Déplacements,3679.61,3850.63
2025-06,BU04,Infrastructures,CC4002,Maintenance,Énergie,4741.48,5203.71
2025-06,BU04,Infrastructures,CC4003,Finance,Logiciels,5693.63,6526.94
2025-06,BU04,Infrastructures,CC4003,Finance,Prestations externes,7857.75,7173.56
2025-06,BU04,Infrastructures,CC4003,Finance,Salaires,13894.74,13975.08
2025-06,BU04,Infrastructures,CC4003,Finance,Matériel,7622.33,6644.26
2025-06,BU04,Infrastructures,CC4003,Finance,Déplacements,4253.61,4251.84
2025-06,BU04,Infrastructures,CC4003,Finance,Énergie,6387.8,6358.75
2025-07,BU01,Construction France,CC1001,IT,Logiciels,6437.98,6661.25
2025-07,BU01,Construction France,CC1001,IT,Prestations externes,7588.3,6905.63
2025-07,BU01,Construction France,CC1001,IT,Salaires,22807.28,26507.04
2025-07,BU01,Construction France,CC1001,IT,Matériel,6817.9,6404.36
2025-07,BU01,Construction France,CC1001,IT,Déplacements,3977.4,3917.27
2025-07,BU01,Construction France,CC1001,IT,Énergie,4591.39,4139.28
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,7667.29,8184.41
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,6896.32,6367.03
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Salaires,15995.61,17142.89
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Matériel,5332.78,4716.08
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,4304.82,3912.74
2025-07,BU01,Construction France,CC1002,Ressources Humaines,Énergie,6849.89,6360.81
2025-07,BU01,Construction France,CC1003,Finance,Logiciels,5262.82,4895.72
2025-07,BU01,Construction France,CC1003,Finance,Prestations externes,10650.24,12060.12
2025-07,BU01,Construction France,CC1003,Finance,Salaires,22466.37,22041.1
2025-07,BU01,Construction France,CC1003,Finance,Matériel,8055.96,7392.51
2025-07,BU01,Construction France,CC1003,Finance,Déplacements,3240.61,3713.06
2025-07,BU01,Construction France,CC1003,Finance,Énergie,4546.81,3993.09
2025-07,BU02,Construction UK,CC2001,IT,Logiciels,5685.76,4882.68
2025-07,BU02,Construction UK,CC2001,IT,Prestations externes,7729.75,8057.52
2025-07,BU02,Construction UK,CC2001,IT,Salaires,18051.39,20661.28
2025-07,BU02,Construction UK,CC2001,IT,Matériel,8683.26,8360.24
2025-07,BU02,Construction UK,CC2001,IT,Déplacements,3169.79,3091.49
2025-07,BU02,Construction UK,CC2001,IT,Énergie,6625.06,6217.36
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,7309.18,7200.32
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,9731.05,9671.91
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,16680.23,19398.93
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,8457.14,7579.61
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,4448.78,4497.06
2025-07,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,7720.39,8600.14
2025-07,BU02,Construction UK,CC2003,Finance,Logiciels,6533.33,5601.78
2025-07,BU02,Construction UK,CC2003,Finance,Prestations externes,8200.86,8436.54
2025-07,BU02,Construction UK,CC2003,Finance,Salaires,20341.56,19021.46
2025-07,BU02,Construction UK,CC2003,Finance,Matériel,5835.3,6567.78
2025-07,BU02,Construction UK,CC2003,Finance,Déplacements,4692.24,4802.41
2025-07,BU02,Construction UK,CC2003,Finance,Énergie,5118.05,4810.25
2025-07,BU03,Energie,CC3001,IT,Logiciels,4946.72,5697.23
2025-07,BU03,Energie,CC3001,IT,Prestations externes,7385.86,7683.14
2025-07,BU03,Energie,CC3001,IT,Salaires,16459.8,17000.97
2025-07,BU03,Energie,CC3001,IT,Matériel,7985.97,8974.75
2025-07,BU03,Energie,CC3001,IT,Déplacements,3058.48,2610.81
2025-07,BU03,Energie,CC3001,IT,Énergie,4992.79,5726.76
2025-07,BU03,Energie,CC3002,Maintenance,Logiciels,8283.17,8673.69
2025-07,BU03,Energie,CC3002,Maintenance,Prestations externes,9992.79,10686.91
2025-07,BU03,Energie,CC3002,Maintenance,Salaires,15394.01,17730.14
2025-07,BU03,Energie,CC3002,Maintenance,Matériel,7008.84,6843.68
2025-07,BU03,Energie,CC3002,Maintenance,Déplacements,3714.73,3215.09
2025-07,BU03,Energie,CC3002,Maintenance,Énergie,5098.62,5575.6
2025-07,BU03,Energie,CC3003,Finance,Logiciels,5197.91,5452.82
2025-07,BU03,Energie,CC3003,Finance,Prestations externes,8074.89,7901.01
2025-07,BU03,Energie,CC3003,Finance,Salaires,16617.89,16075.68
2025-07,BU03,Energie,CC3003,Finance,Matériel,8269.99,7840.37
2025-07,BU03,Energie,CC3003,Finance,Déplacements,3814.45,3841.52
2025-07,BU03,Energie,CC3003,Finance,Énergie,6889.22,7985.66
2025-07,BU04,Infrastructures,CC4001,IT,Logiciels,7732.03,7120.66
2025-07,BU04,Infrastructures,CC4001,IT,Prestations externes,6918.39,6479.4
2025-07,BU04,Infrastructures,CC4001,IT,Salaires,19926.84,17275.98
2025-07,BU04,Infrastructures,CC4001,IT,Matériel,7334.74,7679.16
2025-07,BU04,Infrastructures,CC4001,IT,Déplacements,3326.91,3674.25
2025-07,BU04,Infrastructures,CC4001,IT,Énergie,4883.75,4272.29
2025-07,BU04,Infrastructures,CC4002,Maintenance,Logiciels,7714.94,7819.18
2025-07,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,10467.37,10399.26
2025-07,BU04,Infrastructures,CC4002,Maintenance,Salaires,16161.14,18105.39
2025-07,BU04,Infrastructures,CC4002,Maintenance,Matériel,8607.55,9289.69
2025-07,BU04,Infrastructures,CC4002,Maintenance,Déplacements,3196.5,3339.63
2025-07,BU04,Infrastructures,CC4002,Maintenance,Énergie,5799.51,5104.85
2025-07,BU04,Infrastructures,CC4003,Finance,Logiciels,8452.52,7566.28
2025-07,BU04,Infrastructures,CC4003,Finance,Prestations externes,11881.28,11847.8
2025-07,BU04,Infrastructures,CC4003,Finance,Salaires,15499.44,15946.24
2025-07,BU04,Infrastructures,CC4003,Finance,Matériel,8916.37,9733.42
2025-07,BU04,Infrastructures,CC4003,Finance,Déplacements,4318.78,4609.86
2025-07,BU04,Infrastructures,CC4003,Finance,Énergie,6992.2,7902.82
2025-08,BU01,Construction France,CC1001,IT,Logiciels,5848.71,5916.03
2025-08,BU01,Construction France,CC1001,IT,Prestations externes,7944.53,9342.22
2025-08,BU01,Construction France,CC1001,IT,Salaires,23695.84,20449.77
2025-08,BU01,Construction France,CC1001,IT,Matériel,8213.42,9489.22
2025-08,BU01,Construction France,CC1001,IT,Déplacements,3004.21,3116.63
2025-08,BU01,Construction France,CC1001,IT,Énergie,7795.76,6713.72
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,7594.94,7200.95
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,11741.74,13743.11
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Salaires,23698.08,23851.89
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Matériel,8870.58,10012.23
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,3295.11,3702.2
2025-08,BU01,Construction France,CC1002,Ressources Humaines,Énergie,4633.23,4849.92
2025-08,BU01,Construction France,CC1003,Finance,Logiciels,5772.03,5135.88
2025-08,BU01,Construction France,CC1003,Finance,Prestations externes,7165.55,7737.18
2025-08,BU01,Construction France,CC1003,Finance,Salaires,17170.65,18701.81
2025-08,BU01,Construction France,CC1003,Finance,Matériel,5524.5,5270.62
2025-08,BU01,Construction France,CC1003,Finance,Déplacements,3757.93,4174.83
2025-08,BU01,Construction France,CC1003,Finance,Énergie,5647.51,5966.84
2025-08,BU02,Construction UK,CC2001,IT,Logiciels,8330.31,8773.78
2025-08,BU02,Construction UK,CC2001,IT,Prestations externes,8007.98,6871.27
2025-08,BU02,Construction UK,CC2001,IT,Salaires,22897.07,19623.22
2025-08,BU02,Construction UK,CC2001,IT,Matériel,8923.75,9142.82
2025-08,BU02,Construction UK,CC2001,IT,Déplacements,4597.04,5119.26
2025-08,BU02,Construction UK,CC2001,IT,Énergie,8092.56,7815.27
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,7867.03,7730.44
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,9341.33,9874.5
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,22935.71,21100.8532
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,8476.75,8373.87
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3509.85,3837.68
2025-08,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,5359.6,4751.05
2025-08,BU02,Construction UK,CC2003,Finance,Logiciels,6258.03,5912.51
2025-08,BU02,Construction UK,CC2003,Finance,Prestations externes,8350.06,7741.27
2025-08,BU02,Construction UK,CC2003,Finance,Salaires,13954.61,11943.73
2025-08,BU02,Construction UK,CC2003,Finance,Matériel,9398.43,9315.4
2025-08,BU02,Construction UK,CC2003,Finance,Déplacements,3432.09,3687.03
2025-08,BU02,Construction UK,CC2003,Finance,Énergie,5285.71,6149.86
2025-08,BU03,Energie,CC3001,IT,Logiciels,7941.75,6984.81
2025-08,BU03,Energie,CC3001,IT,Prestations externes,9004.94,10266.61
2025-08,BU03,Energie,CC3001,IT,Salaires,23703.11,23803.67
2025-08,BU03,Energie,CC3001,IT,Matériel,7826.33,7083.78
2025-08,BU03,Energie,CC3001,IT,Déplacements,4706.45,4360.3
2025-08,BU03,Energie,CC3001,IT,Énergie,7893.83,8402.07
2025-08,BU03,Energie,CC3002,Maintenance,Logiciels,7245.17,7384.19
2025-08,BU03,Energie,CC3002,Maintenance,Prestations externes,7995.62,7262.05
2025-08,BU03,Energie,CC3002,Maintenance,Salaires,15881.25,14476.15
2025-08,BU03,Energie,CC3002,Maintenance,Matériel,8524.25,8230.52
2025-08,BU03,Energie,CC3002,Maintenance,Déplacements,2746.47,3212.83
2025-08,BU03,Energie,CC3002,Maintenance,Énergie,7681.63,8881.18
2025-08,BU03,Energie,CC3003,Finance,Logiciels,8755.14,7944.29
2025-08,BU03,Energie,CC3003,Finance,Prestations externes,8889.71,9780.62
2025-08,BU03,Energie,CC3003,Finance,Salaires,21017.02,18931.83
2025-08,BU03,Energie,CC3003,Finance,Matériel,8676.5,8017.65
2025-08,BU03,Energie,CC3003,Finance,Déplacements,3095.02,3179.21
2025-08,BU03,Energie,CC3003,Finance,Énergie,6634.58,6909.44
2025-08,BU04,Infrastructures,CC4001,IT,Logiciels,5231.8,5961.96
2025-08,BU04,Infrastructures,CC4001,IT,Prestations externes,8184.24,7306.4
2025-08,BU04,Infrastructures,CC4001,IT,Salaires,23098.48,26918.16
2025-08,BU04,Infrastructures,CC4001,IT,Matériel,8870.94,9910.08
2025-08,BU04,Infrastructures,CC4001,IT,Déplacements,4001.01,4128.17
2025-08,BU04,Infrastructures,CC4001,IT,Énergie,4813.15,4739.94
2025-08,BU04,Infrastructures,CC4002,Maintenance,Logiciels,6328.49,5921.68
2025-08,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,10656.47,10801.81
2025-08,BU04,Infrastructures,CC4002,Maintenance,Salaires,14375.3,13263.52
2025-08,BU04,Infrastructures,CC4002,Maintenance,Matériel,8119.69,7105.73
2025-08,BU04,Infrastructures,CC4002,Maintenance,Déplacements,4412.53,4471.66
2025-08,BU04,Infrastructures,CC4002,Maintenance,Énergie,6230.11,6513.55
2025-08,BU04,Infrastructures,CC4003,Finance,Logiciels,8091.26,7806.26
2025-08,BU04,Infrastructures,CC4003,Finance,Prestations externes,10411.29,10793.29
2025-08,BU04,Infrastructures,CC4003,Finance,Salaires,16383.91,18676.8
2025-08,BU04,Infrastructures,CC4003,Finance,Matériel,8599.19,9177.82
2025-08,BU04,Infrastructures,CC4003,Finance,Déplacements,4411.22,5012.06
2025-08,BU04,Infrastructures,CC4003,Finance,Énergie,7050.11,7939.93
2025-09,BU01,Construction France,CC1001,IT,Logiciels,7595.14,8160.57
2025-09,BU01,Construction France,CC1001,IT,Prestations externes,10090.5,11083.37
2025-09,BU01,Construction France,CC1001,IT,Salaires,15212.94,17353.2
2025-09,BU01,Construction France,CC1001,IT,Matériel,8911.74,7660.99
2025-09,BU01,Construction France,CC1001,IT,Déplacements,4359.22,3890.72
2025-09,BU01,Construction France,CC1001,IT,Énergie,5706.43,6250.58
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,5501.96,6161.81
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,11243.52,11439.89
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Salaires,13568.97,12818.91
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Matériel,7841.09,9203.81
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,3951.81,3697.85
2025-09,BU01,Construction France,CC1002,Ressources Humaines,Énergie,6782.42,6973.65
2025-09,BU01,Construction France,CC1003,Finance,Logiciels,7916.4,7008.41
2025-09,BU01,Construction France,CC1003,Finance,Prestations externes,10859.55,11170.33
2025-09,BU01,Construction France,CC1003,Finance,Salaires,23900.31,23011.65
2025-09,BU01,Construction France,CC1003,Finance,Matériel,7907.01,9152.91
2025-09,BU01,Construction France,CC1003,Finance,Déplacements,2840.27,3292.68
2025-09,BU01,Construction France,CC1003,Finance,Énergie,6976.39,6086.11
2025-09,BU02,Construction UK,CC2001,IT,Logiciels,6048.76,6555.02
2025-09,BU02,Construction UK,CC2001,IT,Prestations externes,7113.69,7413.3
2025-09,BU02,Construction UK,CC2001,IT,Salaires,17235.54,18181.8
2025-09,BU02,Construction UK,CC2001,IT,Matériel,5442.12,6190.99
2025-09,BU02,Construction UK,CC2001,IT,Déplacements,4669.33,5461.85
2025-09,BU02,Construction UK,CC2001,IT,Énergie,7198.75,6427.97
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,7832.23,6720.94
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,6869.47,6572.65
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,18777.35,20734.59
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,8119.84,8096.68
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3199.62,3772.51
2025-09,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,6034.25,6027.96
2025-09,BU02,Construction UK,CC2003,Finance,Logiciels,5513.13,6132.19
2025-09,BU02,Construction UK,CC2003,Finance,Prestations externes,10495.88,9686.17
2025-09,BU02,Construction UK,CC2003,Finance,Salaires,14389.72,15462.68
2025-09,BU02,Construction UK,CC2003,Finance,Matériel,7998.95,7520.42
2025-09,BU02,Construction UK,CC2003,Finance,Déplacements,4621.81,4158.93
2025-09,BU02,Construction UK,CC2003,Finance,Énergie,6056.41,7033.87
2025-09,BU03,Energie,CC3001,IT,Logiciels,6511.94,6907.3
2025-09,BU03,Energie,CC3001,IT,Prestations externes,8897.01,11388.1728
2025-09,BU03,Energie,CC3001,IT,Salaires,24126.96,23766.99
2025-09,BU03,Energie,CC3001,IT,Matériel,9005.22,8337.8
2025-09,BU03,Energie,CC3001,IT,Déplacements,3072.52,2643.21
2025-09,BU03,Energie,CC3001,IT,Énergie,6846.0,6651.67
2025-09,BU03,Energie,CC3002,Maintenance,Logiciels,8246.0,8296.79
2025-09,BU03,Energie,CC3002,Maintenance,Prestations externes,11978.24,10914.86
2025-09,BU03,Energie,CC3002,Maintenance,Salaires,22881.13,25312.87
2025-09,BU03,Energie,CC3002,Maintenance,Matériel,8487.87,9580.93
2025-09,BU03,Energie,CC3002,Maintenance,Déplacements,4223.15,4462.4
2025-09,BU03,Energie,CC3002,Maintenance,Énergie,4972.48,4279.98
2025-09,BU03,Energie,CC3003,Finance,Logiciels,8466.31,8919.21
2025-09,BU03,Energie,CC3003,Finance,Prestations externes,11051.3,11149.68
2025-09,BU03,Energie,CC3003,Finance,Salaires,14766.93,13161.93
2025-09,BU03,Energie,CC3003,Finance,Matériel,8129.37,8064.35
2025-09,BU03,Energie,CC3003,Finance,Déplacements,3046.1,3083.34
2025-09,BU03,Energie,CC3003,Finance,Énergie,4731.15,4930.1
2025-09,BU04,Infrastructures,CC4001,IT,Logiciels,5924.07,6594.65
2025-09,BU04,Infrastructures,CC4001,IT,Prestations externes,8425.95,8427.83
2025-09,BU04,Infrastructures,CC4001,IT,Salaires,13625.5,11907.43
2025-09,BU04,Infrastructures,CC4001,IT,Matériel,6898.47,6956.28
2025-09,BU04,Infrastructures,CC4001,IT,Déplacements,3885.04,3676.22
2025-09,BU04,Infrastructures,CC4001,IT,Énergie,7001.93,7939.08
2025-09,BU04,Infrastructures,CC4002,Maintenance,Logiciels,7916.42,6832.46
2025-09,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,9344.74,8266.61
2025-09,BU04,Infrastructures,CC4002,Maintenance,Salaires,16114.09,18943.7
2025-09,BU04,Infrastructures,CC4002,Maintenance,Matériel,5848.48,5934.06
2025-09,BU04,Infrastructures,CC4002,Maintenance,Déplacements,3923.13,4244.09
2025-09,BU04,Infrastructures,CC4002,Maintenance,Énergie,6514.74,5558.53
2025-09,BU04,Infrastructures,CC4003,Finance,Logiciels,6148.2,6276.36
2025-09,BU04,Infrastructures,CC4003,Finance,Prestations externes,7224.48,6976.73
2025-09,BU04,Infrastructures,CC4003,Finance,Salaires,13858.59,12139.17
2025-09,BU04,Infrastructures,CC4003,Finance,Matériel,6917.08,6182.46
2025-09,BU04,Infrastructures,CC4003,Finance,Déplacements,3816.84,4112.73
2025-09,BU04,Infrastructures,CC4003,Finance,Énergie,7382.11,6762.38
2025-10,BU01,Construction France,CC1001,IT,Logiciels,5528.18,4889.72
2025-10,BU01,Construction France,CC1001,IT,Prestations externes,10186.72,11033.62
2025-10,BU01,Construction France,CC1001,IT,Salaires,13841.13,16041.18
2025-10,BU01,Construction France,CC1001,IT,Matériel,5468.28,5624.82
2025-10,BU01,Construction France,CC1001,IT,Déplacements,4114.03,4679.38
2025-10,BU01,Construction France,CC1001,IT,Énergie,7070.71,7880.81
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,6198.86,6935.85
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,7182.62,8226.18
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Salaires,19414.0,21738.01
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Matériel,7149.74,7595.74
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,3730.45,4071.5
2025-10,BU01,Construction France,CC1002,Ressources Humaines,Énergie,4793.87,4170.26
2025-10,BU01,Construction France,CC1003,Finance,Logiciels,5838.7,5270.3
2025-10,BU01,Construction France,CC1003,Finance,Prestations externes,11457.63,10567.84
2025-10,BU01,Construction France,CC1003,Finance,Salaires,24039.34,23106.03
2025-10,BU01,Construction France,CC1003,Finance,Matériel,6014.9,6680.15
2025-10,BU01,Construction France,CC1003,Finance,Déplacements,4008.29,4066.02
2025-10,BU01,Construction France,CC1003,Finance,Énergie,6499.31,7066.94
2025-10,BU02,Construction UK,CC2001,IT,Logiciels,5765.97,6796.87
2025-10,BU02,Construction UK,CC2001,IT,Prestations externes,12013.88,12790.07
2025-10,BU02,Construction UK,CC2001,IT,Salaires,15655.06,16820.97
2025-10,BU02,Construction UK,CC2001,IT,Matériel,5553.23,4776.42
2025-10,BU02,Construction UK,CC2001,IT,Déplacements,3166.13,3174.57
2025-10,BU02,Construction UK,CC2001,IT,Énergie,7625.78,8311.84
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,7771.56,7697.05
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,8618.05,8380.56
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,24166.62,20861.49
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,8891.53,9255.76
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3546.09,3862.88
2025-10,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,6252.01,7116.22
2025-10,BU02,Construction UK,CC2003,Finance,Logiciels,8387.74,8296.88
2025-10,BU02,Construction UK,CC2003,Finance,Prestations externes,8244.87,8619.81
2025-10,BU02,Construction UK,CC2003,Finance,Salaires,23353.52,21474.0
2025-10,BU02,Construction UK,CC2003,Finance,Matériel,7866.46,8325.98
2025-10,BU02,Construction UK,CC2003,Finance,Déplacements,4164.54,3720.67
2025-10,BU02,Construction UK,CC2003,Finance,Énergie,7076.97,8138.38
2025-10,BU03,Energie,CC3001,IT,Logiciels,5575.76,5176.48
2025-10,BU03,Energie,CC3001,IT,Prestations externes,11995.53,10912.61
2025-10,BU03,Energie,CC3001,IT,Salaires,22727.36,23010.35
2025-10,BU03,Energie,CC3001,IT,Matériel,6288.37,7152.06
2025-10,BU03,Energie,CC3001,IT,Déplacements,3560.14,3630.95
2025-10,BU03,Energie,CC3001,IT,Énergie,5793.24,6057.84
2025-10,BU03,Energie,CC3002,Maintenance,Logiciels,5512.74,5397.29
2025-10,BU03,Energie,CC3002,Maintenance,Prestations externes,11984.83,11208.02
2025-10,BU03,Energie,CC3002,Maintenance,Salaires,20592.76,19713.71
2025-10,BU03,Energie,CC3002,Maintenance,Matériel,8498.59,7590.84
